0    1001436577  [114973, 344917]    [2, 0]
1    1423529713  [131059, 305803]    [1, 1]
2    644853577  [144031, 720151]    [0, 1]
3    989400701  [157561, 551461]    [2, 0]
4    434913793  [160981, 482941]    [2, 1]
5    1829250193  [166949, 1168637]    [2, 2]
6    2112153289  [167077, 2171989]    [2, 1]
7    631051193  [169369, 2032417]    [2, 2]
8    175317049  [169501, 305101]    [2, 0]
9    1354419181  [179213, 391009]    [2, 2]
10    611019377  [185491, 2411371]    [1, 1]
11    1244065787  [194659, 778633]    [1, 1]
12    730905689  [203659, 3462187]    [1, 1]
13    131767217  [207307, 1036531]    [1, 1]
14    689445481  [214219, 1927963]    [1, 1]
15    348048913  [237901, 5471701]    [2, 1]
16    1669678877  [251221, 502441]    [2, 0]
17    763865429  [252173, 7565161]    [2, 2]
18    1508250749  [287141, 22396921]    [2, 2]
19    367865917  [289717, 579433]    [2, 1]
20    1563475153  [293221, 488701]    [2, 0]
21    1039915873  [293677, 881029]    [2, 1]
22    1082796937  [321397, 1606981]    [2, 1]
23    704812217  [329773, 4287037]    [2, 0]
24    1657960567  [332767, 3993193]    [0, 1]
25    1207072093  [338161, 422701]    [2, 1]
26    75940889  [345769, 2074609]    [2, 0]
27    952937729  [347059, 1735291]    [1, 1]
28    1580220007  [350431, 1401721]    [0, 1]
29    1499825773  [356533, 4991449]    [2, 0]
30    1794689321  [372367, 1861831]    [0, 1]
31    1563331489  [381301, 4194301]    [2, 1]
32    1581362569  [383417, 2300497]    [1, 3]
33    1229232709  [393997, 787993]    [2, 1]
34    784766981  [399277, 3992761]    [2, 1]
35    1670608477  [418069, 836137]    [2, 0]
36    1336106567  [429943, 3439537]    [0, 1]
37    52804603  [430411, 688657]    [1, 1]
38    609931697  [438661, 1900861]    [2, 0]
39    1798205173  [447901, 895801]    [2, 0]
40    1560748543  [451783, 602377]    [0, 1]
41    682726799  [457087, 3656689]    [0, 1]
42    1525580723  [458891, 5506681]    [1, 0]
43    1183952813  [459397, 918793]    [2, 0]
44    388975913  [468199, 1092463]    [0, 1]
45    1219514977  [470539, 1097923]    [1, 1]
46    45169297  [472817, 93617569]    [3, 4]
47    210296413  [473381, 2840281]    [2, 2]
48    683124373  [477229, 2863369]    [2, 0]
49    1577780513  [478339, 2391691]    [1, 1]
50    1478456449  [482101, 1446301]    [2, 0]
51    1489387507  [491899, 1967593]    [1, 1]
52    132720103  [501271, 4010161]    [0, 1]
53    1692736919  [506983, 579409]    [0, 1]
54    363123769  [520339, 1115011]    [1, 1]
55    1668157427  [528763, 2115049]    [1, 1]
56    612181337  [530339, 13258451]    [1, 0]
57    1729629257  [537241, 1074481]    [0, 0]
58    1066399051  [559219, 2236873]    [1, 1]
59    226309201  [559421, 3915941]    [2, 2]
60    458526529  [562147, 11805067]    [1, 1]
61    940724159  [563599, 1502929]    [0, 1]
62    721196197  [563869, 3383209]    [2, 1]
63    232876057  [564271, 1918519]    [0, 1]
64    442280417  [573511, 1228951]    [0, 1]
65    1099657781  [578957, 3473737]    [2, 2]
66    194897249  [579251, 1572251]    [1, 0]
67    297644821  [587737, 1469341]    [2, 1]
68    1058717903  [595927, 794569]    [0, 1]
69    1773145769  [602551, 2048671]    [0, 1]
70    644819233  [607933, 1823797]    [2, 1]
71    1494281729  [611803, 1427539]    [1, 1]
72    1756431503  [622663, 12453241]    [0, 1]
73    1420237177  [690271, 1084711]    [0, 1]
74    306027347  [698371, 3352177]    [1, 1]
75    175072649  [700429, 6303853]    [2, 0]
76    249968981  [725437, 1450873]    [2, 0]
77    1220182121  [758111, 6216503]    [0, 0]
78    1260991273  [761711, 28183271]    [0, 0]
79    551855533  [767869, 3071473]    [2, 0]
80    1053020281  [774811, 4907131]    [1, 1]
81    726860569  [780253, 6738541]    [2, 0]
82    1432162201  [789967, 3247639]    [0, 1]
83    796798081  [801631, 5932063]    [0, 1]
84    1597583719  [819463, 1873057]    [0, 1]
85    1470246161  [823789, 1372981]    [2, 1]
86    1711044001  [837271, 1156231]    [0, 1]
87    1285693177  [837721, 5584801]    [2, 1]
88    1350673153  [889921, 9789121]    [5, 5]
89    977234471  [900511, 3602041]    [0, 1]
90    1721014103  [904303, 1550233]    [0, 1]
91    425431249  [911371, 1640467]    [1, 1]
92    1349223221  [945293, 5671753]    [2, 2]
93    238367953  [963253, 1605421]    [2, 1]
94    1163737349  [969037, 1938073]    [2, 0]
95    1309082087  [974431, 3897721]    [0, 1]
96    1636427993  [988021, 3622741]    [2, 1]
97    1010384077  [993437, 35763697]    [2, 2]
--- 20271.49790263176 seconds ---

