0    1530787  [619, 2473]    [1, 1]
1    1373653  [829, 1657]    [2, 0]
2    3116107  [883, 3529]    [1, 1]
3    5173601  [929, 5569]    [4, 5]
4    1987021  [997, 1993]    [2, 1]
5    2284453  [1069, 2137]    [2, 1]
6    6787327  [1303, 5209]    [0, 1]
7    16879501  [1453, 11617]    [2, 0]
8    16070429  [1637, 9817]    [2, 2]
9    11541307  [1699, 6793]    [1, 1]
10    54029741  [1733, 31177]    [2, 2]
11    15978007  [1999, 7993]    [0, 1]
12    102690677  [2069, 49633]    [2, 2]
13    25326001  [2251, 11251]    [1, 1]
14    28527049  [2389, 11941]    [2, 1]
15    13694761  [2617, 5233]    [2, 2]
16    27664033  [3037, 9109]    [2, 1]
17    61832377  [3517, 17581]    [2, 1]
18    247318957  [3517, 70321]    [2, 1]
19    27509653  [3709, 7417]    [2, 1]
20    223625851  [3739, 59809]    [1, 1]
21    193949641  [3863, 50207]    [0, 0]
22    275619961  [4027, 68443]    [1, 1]
23    489994201  [4111, 119191]    [0, 1]
24    80375707  [4483, 17929]    [1, 1]
25    105919633  [4603, 23011]    [1, 1]
26    66096253  [5749, 11497]    [2, 0]
27    846961321  [5821, 145501]    [2, 0]
28    218642029  [6037, 36217]    [2, 1]
29    74927161  [6121, 12241]    [1, 2]
30    154287451  [6211, 24841]    [1, 1]
31    871157233  [7159, 121687]    [0, 1]
32    572228929  [7213, 79333]    [2, 1]
33    106485121  [7297, 14593]    [6, 6]
34    161304001  [7333, 21997]    [2, 0]
35    117987841  [7681, 15361]    [8, 7]
36    259765747  [8059, 32233]    [1, 1]
37    390612221  [8069, 48409]    [2, 2]
38    206304961  [8293, 24877]    [2, 1]
39    143168581  [8461, 16921]    [2, 1]
40    581618143  [8527, 68209]    [0, 1]
41    314184487  [8863, 35449]    [0, 1]
42    252853921  [9181, 27541]    [2, 1]
43    927106561  [9181, 100981]    [2, 1]
--- 2.0878171920776367 seconds ---

