1    8590335265    [5, 1718067053]    [2, 2]
2    8590886065    [5, 1718177213]    [2, 2]
3    8597114065    [5, 1719422813]    [2, 2]
4    8599667185    [5, 1719933437]    [2, 2]
5    8619135985    [5, 1723827197]    [2, 2]
6    8628271345    [5, 1725654269]    [2, 2]
7    8673995665    [5, 1734799133]    [2, 2]
8    8682698305    [5, 1736539661]    [2, 2]
9    8689195945    [5, 1737839189]    [2, 2]
10    8697845185    [5, 1739569037]    [2, 2]
11    8716478905    [5, 1743295781]    [2, 2]
12    8776185265    [5, 1755237053]    [2, 2]
13    8832373705    [5, 1766474741]    [2, 2]
14    8835624865    [5, 1767124973]    [2, 2]
15    8963621185    [5, 1792724237]    [2, 2]
16    9085728865    [5, 1817145773]    [2, 2]
17    9134856865    [5, 1826971373]    [2, 2]
18    9235089865    [5, 1847017973]    [2, 2]
19    9367600705    [5, 1873520141]    [2, 2]
20    9378100945    [5, 1875620189]    [2, 2]
21    9408334465    [5, 1881666893]    [2, 2]
22    9666818305    [5, 1933363661]    [2, 2]
23    9853957345    [5, 1970791469]    [2, 2]
24    9963274105    [5, 1992654821]    [2, 2]
25    8589939337    [7, 1227134191]    [0, 1]
26    8598892897    [7, 1228413271]    [0, 1]
27    8607924073    [7, 1229703439]    [0, 1]
28    8692110721    [7, 1241730103]    [0, 1]
29    8696245537    [7, 1242320791]    [0, 1]
30    8725200001    [7, 1246457143]    [0, 1]
31    8752988377    [7, 1250426911]    [0, 1]
32    8928859681    [7, 1275551383]    [0, 1]
33    9197007337    [7, 1313858191]    [0, 1]
34    9308240641    [7, 1329748663]    [0, 1]
35    9419099977    [7, 1345585711]    [0, 1]
36    9628613281    [7, 1375516183]    [0, 1]
37    9900180577    [7, 1414311511]    [0, 1]
38    8590471681    [11, 780951971]    [1, 0]
39    8592347401    [11, 781122491]    [1, 0]
40    8593252921    [11, 781204811]    [1, 0]
41    8608471201    [11, 782588291]    [1, 0]
42    8689017601    [11, 789910691]    [1, 0]
43    8757540121    [11, 796140011]    [1, 0]
44    8822996281    [11, 802090571]    [1, 0]
45    8844276001    [11, 804025091]    [1, 0]
46    8870887201    [11, 806444291]    [1, 0]
47    9154388881    [11, 832217171]    [1, 0]
48    9254180881    [11, 841289171]    [1, 0]
49    9312522241    [11, 846592931]    [1, 0]
50    9465259441    [11, 860478131]    [1, 0]
